delivery_id,order_id,delivery_city,delivery_region,delivery_status,shipping_company,shipped_date,delivered_date
2816,2816,Fès,Fès-Meknès,in_transit,Tanger Delivery,2025-11-10,2025-11-13
2817,2817,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-02-12,2025-02-15
2818,2818,tanger,Tanger-Tétouan-Al Hoceïma,failed,Amana Express,2025-09-12,
2819,2819,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-05-05,2026-05-13
2820,2820,Rabat,Rabat-Salé-Kénitra,livré,Tanger Delivery,2025-02-05,2025-02-08
2821,2821,Fès,,delivered,Tanger Delivery,2025-12-24,2025-12-31
2822,2822,Rabat,RSK,delivered,Amana Express,2025-02-06,2025-06-10
2823,2823,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-03-21,2025-03-25
2824,2824,rabat,RSK,KO,AtlasShip,2025-05-02,2025-02-13
2825,2825,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-09-04,2025-09-05
2826,2826,Agadir,Souss-Massa,in_transit,Jibli,2025-02-05,2025-02-13
2827,2827,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-04-25,2025-04-28
2828,2828,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-05-15,2025-05-18
2829,2829,Fès,Fes Meknes,KO,Amana Express,2025-06-29,2025-07-04
2830,2830,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-01-24,2025-01-30
2831,2831,Tanger,TTA,delivered,Barid Logistics,2026-09-01,2026-01-14
2832,2832,Nador,Oriental,Livré,Amana Express,2025-11-06,2025-11-12
2833,2833,Rabat,Rabat Sale Kenitra,delivered,Jibli,2025-12-22,2025-12-25
2834,2834,Agadir,Souss-Massa,delivered,Barid Logistics,2025-05-26,2025-06-02
2835,2835,Rabat,Rabat-Salé-Kénitra,failed,Tanger Delivery,2025-04-14,2025-04-19
2836,2836,Fès,,delivered,AtlasShip,2026-02-15,2026-02-23
2837,2837,Casablanca,Casa Settat,in_transit,Tanger Delivery,2025-01-17,2025-01-21
2838,2838,rabat,Rabat Sale Kenitra,KO,Barid Logistics,2025-05-08,2025-05-12
2839,2839,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-11-27,2025-12-02
2840,2840,Oujda,Oriental,delivered,Barid Logistics,2025-08-04,2025-08-06
2841,2841,CASABLANCA,Casa Settat,in_transit,Jibli,2025-11-07,2025-11-08
2842,2842,Fès,Fès-Meknès,delivered,AtlasShip,2026-04-07,2026-04-08
2843,2843,Agadir,Souss-Massa,failed,Tanger Delivery,2026-01-22,2026-01-30
2844,2844,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-02-20,2025-02-24
2845,2845,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-05-18,2025-05-26
2846,2846,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Jibli,2025-06-05,2025-06-06
2847,2847,Fès,Fès-Meknès,KO,Barid Logistics,2025-06-20,2025-06-25
2848,2848,Marrakech,Marrakech-Safi,delivered,AtlasShip,2026-03-14,2026-03-15
2849,2849,tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,2026-02-18,2026-02-23
2850,2850,Rabat,Rabat Sale Kenitra,delivered,Tanger Delivery,2025-04-01,2025-04-02
2851,2851,Tétouan,Tanger-Tétouan-Al Hoceïma,DELIVERED,Tanger Delivery,2025-11-28,2025-12-03
2852,2852,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-05-13,2025-05-14
2853,2853,Fès,Fès-Meknès,delivered,Tanger Delivery,2025-07-14,2025-07-17
2854,2854,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-06-03,2025-06-10
2855,2855,Al Hoceïma,Tanger-Tétouan-Al Hoceima,failed,AtlasShip,2026-02-10,2026-02-14
2856,2856,Fès,Fès-Meknès,delivered,Jibli,2025-06-20,2025-06-24
2857,2857,Fès,Fès-Meknès,delivered,Jibli,2025-11-26,2025-11-29
2858,2858,Marrakech,Marrakech-Safi,Livré,AtlasShip,2025-05-27,2025-04-06
2859,2859,Marrakech,Marrakech-Safi,delivered,Amana Express,2025-08-23,2025-08-27
2860,2860,Casablanca,,delivered,Tanger Delivery,2026-03-04,2026-03-12
2861,2861,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-06-06,2025-06-09
2862,2862,Rabat,RSK,delivered,AtlasShip,2025-12-10,2025-12-17
2863,2863,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-03-10,2025-03-11
2864,2864,Agadir,Souss-Massa,in_transit,Tanger Delivery,2025-02-04,2025-02-08
2865,2865,Marrakech,Marrakech-Safi,delivered,Jibli,2025-06-10,2025-06-14
2866,2866,Meknès,Fès-Meknès,delivered,Amana Express,2025-04-21,2025-04-29
2867,2867,Tnja,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2025-06-22,2025-06-26
2868,2868,Rabat,Rabat-Salé-Kénitra,in_transit,Amana Express,2025-11-20,2025-11-28
2869,2869,Fès,Fès-Meknès,in_transit,Amana Express,2025-10-01,2025-10-06
2870,2870,Rabat,Rabat-Salé-Kénitra,DELIVERED,Tanger Delivery,2025-01-15,2025-01-18
2871,2871,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-12-24,2025-12-30
2872,2872,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-11-25,2025-11-27
2873,2873,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-04-14,2026-04-17
2874,2874,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-05-23,2025-05-31
2875,2875,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-12-05,2025-12-06
2876,2876,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,2025-08-08,2025-08-11
2877,2877,Rabat,RSK,delivered,AtlasShip,2025-06-09,2025-09-10
2878,2878,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-07-07,2025-07-11
2879,2879,Oujda,Oriental,delayed,AtlasShip,2025-12-20,2025-12-27
2880,2880,AL HOCEIMA,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-24,2025-09-27
2881,2881,Agadir,Souss-Massa,in_transit,Barid Logistics,2025-11-19,2025-11-20
2882,2882,Fès,Fes Meknes,delivered,Jibli,2025-03-19,2025-03-24
2883,2883,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,2025-01-26,2025-02-02
2884,2884,Tetouan,Tanger-Tétouan-Al Hoceima,livré,Amana Express,2025-03-27,2025-04-02
2885,2885,Agadir,Souss-Massa,delivered,AtlasShip,2026-04-29,2026-01-05
2886,2886,Marrakech,Marrakech-Safi,livré,Amana Express,2025-09-08,2025-09-14
2887,2887,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2026-01-23,2026-01-26
2888,2888,Meknès,Fès-Meknès,delivered,Tanger Delivery,2025-07-06,2025-07-08
2889,2889,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-01-14,2026-01-21
2890,2890,Casablanca,Casablanca-Settat,delayed,Barid Logistics,2025-02-15,2025-02-17
2891,2891,,Tanger-Tétouan-Al Hoceïma,delayed,Barid Logistics,2025-02-25,2025-02-27
2892,2892,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-02-18,2025-02-24
2893,2893,Fès,Fès-Meknès,delivered,Jibli,2026-01-28,2026-02-03
2894,2894,Fès,Fès-Meknès,delivered,Barid Logistics,2025-10-22,2025-10-23
2895,2895,Marrakech,Marrakech-Safi,in_transit,Jibli,2025-01-13,2025-01-21
2896,2896,rabat,Rabat Sale Kenitra,delivered,Barid Logistics,2025-02-11,2025-02-15
2897,2897,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,2025-02-11,2025-02-19
2898,2898,Fès,Fès-Meknès,Livré,Jibli,2025-11-07,2025-07-16
2899,2899,Agadir,Souss-Massa,delivered,Amana Express,2025-06-23,2025-06-24
2900,2900,TNG,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,2026-04-26,2026-04-27
2901,2901,Tanger,,delayed,Barid Logistics,2025-06-29,2025-07-07
2902,2902,Marrakech,Marrakech-Safi,in_transit,Amana Express,2025-09-05,2025-11-05
2903,2903,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-02-26,2026-03-05
2904,2904,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2025-11-11,2025-11-13
2905,2905,casa,Casablanca-Settat,in_transit,Barid Logistics,2025-08-10,2025-08-14
2906,2906,TANGER,TTA,in_transit,Barid Logistics,2025-11-20,2025-11-22
2907,2907,casa,Casa Settat,DELIVERED,Barid Logistics,2025-06-20,2025-06-23
2908,2908,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-01-26,2025-01-31
2909,2909,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-03-15,2025-03-19
2910,2910,Casablanca,Casablanca-Settat,KO,Barid Logistics,2025-11-15,2025-11-19
2911,2911,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,2025-12-31,2026-01-06
2912,2912,Casablanca,Casablanca-Settat,DELIVERED,AtlasShip,2025-05-27,2025-06-03
2913,2913,Oujda,Oriental,delivered,Jibli,2026-02-09,2026-02-10
2914,2914,Fès,Fès-Meknès,delivered,Amana Express,2025-02-17,2025-02-21
2915,2915,Fès,Fès-Meknès,livré,Jibli,2026-02-18,2026-02-22
2916,2916,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-01-11,2025-01-13
2917,2917,Tnja,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2025-02-05,2025-02-13
2918,2918,Fès,Fès-Meknès,delivered,Amana Express,2025-03-04,2025-03-07
2919,2919,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,2025-05-13,2025-05-19
2920,2920,Tanger,Tanger Tetouan,delivered,AtlasShip,2026-04-01,2026-08-04
2921,2921,rabat,Rabat-Salé-Kénitra,DELIVERED,Amana Express,2025-04-26,2025-05-03
2922,2922,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,2026-04-21,2026-04-29
2923,2923,Oujda,Oriental,in_transit,Jibli,2025-03-25,2025-03-26
2924,2924,Marrakech,Marrakech-Safi,delayed,Barid Logistics,2025-07-18,2025-07-22
2925,2925,Rabat,Rabat-Salé-Kénitra,KO,Barid Logistics,2026-01-30,2026-02-05
2926,2926,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-11-12,2025-11-20
2927,2927,Fès,Fès-Meknès,delivered,Jibli,2025-07-11,2025-08-11
2928,2928,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2026-02-05,2026-02-06
2929,2929,Marrakech,Marrakech-Safi,delayed,Barid Logistics,2025-02-11,2025-02-15
2930,2930,Oujda,Oriental,delivered,Barid Logistics,2025-03-23,2025-03-28
2931,2931,Marrakech,Marrakech-Safi,in_transit,AtlasShip,2025-03-12,2025-04-12
2932,2932,Agadir,Souss-Massa,delivered,Barid Logistics,2025-01-26,2025-02-01
2933,2933,AL HOCEIMA,Tanger Tetouan,delivered,Amana Express,2025-04-20,2025-04-26
2934,2934,Agadir,Souss-Massa,delivered,Tanger Delivery,2026-05-21,2026-05-23
2935,2935,Oujda,Oriental,delivered,Jibli,2025-04-14,2025-04-22
2936,2936,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,AtlasShip,2025-04-22,2025-04-29
2937,2937,,Rabat-Salé-Kénitra,delivered,Jibli,2026-04-10,2026-04-18
2938,2938,Fès,Fès-Meknès,delivered,Barid Logistics,2025-03-14,2025-03-21
2939,2939,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2026-02-28,2026-03-03
2940,2940,CASABLANCA,Casablanca-Settat,delayed,AtlasShip,2025-08-29,2025-08-31
2941,2941,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-03-01,2026-03-06
2942,2942,Oujda,Oriental,in_transit,AtlasShip,2025-02-28,2025-03-07
2943,2943,Kénitra,RSK,KO,Amana Express,2026-03-07,2026-12-03
2944,2944,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-03-24,2026-03-27
2945,2945,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-12-03,2025-08-12
2946,2946,Tétouan,TTA,in_transit,AtlasShip,2026-03-10,2026-03-14
2947,2947,Rabat,RSK,delivered,Amana Express,2026-05-18,2026-05-25
2948,2948,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-07-13,2025-07-17
2949,2949,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-08-22,2025-08-28
2950,2950,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Tanger Delivery,2025-08-31,2025-09-02
2951,2951,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-01-25,2026-01-30
2952,2952,Fès,Fès-Meknès,delivered,AtlasShip,2025-03-04,2025-03-06
2953,2953,Marrakech,Marrakech-Safi,in_transit,AtlasShip,2026-04-12,2026-04-16
2954,2954,Tanger,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2026-03-24,2026-03-25
2955,2955,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-06-11,2025-06-17
2956,2956,Rabat,Rabat-Salé-Kénitra,delayed,Tanger Delivery,2026-04-11,2026-04-18
2957,2957,tanger,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2025-02-07,2025-02-11
2958,2958,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-25,2025-09-28
2959,2959,tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-11-06,2025-11-12
2960,2960,Tétouan,,delivered,Tanger Delivery,2026-03-14,2026-03-17
2961,2961,Fès,Fès-Meknès,delivered,Jibli,2025-07-15,2025-07-19
2962,2962,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-03-05,2025-05-06
2963,2963,Agadir,Souss-Massa,failed,Tanger Delivery,2026-01-23,
2964,2964,Casablanca,Casablanca-Settat,delivered,Jibli,2025-07-24,2025-07-29
2965,2965,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2026-01-18,2026-01-24
2966,2966,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-05-28,2025-06-04
2967,2967,rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2026-01-18,2026-01-19
2968,2968,Casablanca,,delayed,Barid Logistics,2025-10-29,2025-11-03
2969,2969,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-09-19,2025-09-22
2970,2970,Rabat,RSK,failed,Jibli,2025-09-16,2025-09-18
2971,2971,Marrakech,Marrakech-Safi,Livré,Jibli,2025-01-05,2025-01-08
2972,2972,Nador,Oriental,delivered,Amana Express,2025-11-14,2025-11-18
2973,2973,Rabat,RSK,delayed,Tanger Delivery,2025-07-13,2025-07-17
2974,2974,Agadir,Souss-Massa,failed,AtlasShip,2025-04-26,
2975,2975,Al Hoceïma,TTA,in_transit,Tanger Delivery,2025-06-02,2025-06-10
2976,2976,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Amana Express,2026-05-22,2026-05-23
2977,2977,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-03-13,2026-03-21
2978,2978,Kénitra,Rabat-Salé-Kénitra,in_transit,Barid Logistics,2025-04-02,2025-06-04
2979,2979,CAS,Casablanca-Settat,failed,AtlasShip,2025-12-08,2025-12-11
2980,2980,CAS,Casablanca-Settat,delivered,Amana Express,2025-03-10,2025-03-18
2981,2981,Oujda,Oriental,delivered,Jibli,2025-04-22,2025-04-30
2982,2982,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-07-29,2025-08-01
2983,2983,Rabat,Rabat Sale Kenitra,delivered,Barid Logistics,2025-02-27,2025-03-01
2984,2984,,Rabat Sale Kenitra,in_transit,Barid Logistics,2025-10-06,2025-10-10
2985,2985,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,2025-05-10,2025-05-18
2986,2986,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-10-02,2025-02-15
2987,2987,Casablanca,Casablanca-Settat,failed,Tanger Delivery,2025-09-29,2025-10-05
2988,2988,Agadir,Souss-Massa,in_transit,Amana Express,2025-05-29,2025-05-31
2989,2989,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-02-23,2025-03-02
2990,2990,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-02-13,2026-02-16
2991,2991,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-04-11,2025-04-16
2992,2992,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-03-10,2026-12-03
2993,2993,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2025-01-10,2025-01-17
2994,2994,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-03-04,2026-03-06
2995,2995,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-08-09,2025-08-10
2996,2996,,Rabat-Salé-Kénitra,delivered,Amana Express,2025-07-17,2025-07-18
2997,2997,Tanger,Tanger Tetouan,delivered,Amana Express,2026-05-03,2026-08-05
2998,2998,Casablanca,CASA-SETTAT,delivered,Jibli,2025-02-20,2025-02-24
2999,2999,Rabat,RSK,DELIVERED,Barid Logistics,2026-02-03,2026-02-10
3000,3000,Tétouan,Tanger Tetouan,livré,AtlasShip,2026-01-01,2026-01-03
3001,3001,Marrakech,Marrakech-Safi,delivered,AtlasShip,2026-01-20,2026-01-24
3002,3002,Agadir,Souss-Massa,failed,Jibli,2026-03-25,
3003,3003,Meknès,Fès-Meknès,delivered,Tanger Delivery,2025-10-23,2025-10-24
3004,3004,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2026-03-25,2026-03-27
3005,3005,Casablanca,Casablanca-Settat,in_transit,Barid Logistics,2026-03-13,2026-03-14
3006,3006,Tanger,Tanger-Tétouan-Al Hoceïma,KO,Amana Express,2025-03-12,2025-03-18
3007,3007,Marrakech,,delivered,Amana Express,2025-08-14,2025-08-18
3008,3008,Tanger,TTA,DELIVERED,Amana Express,2025-11-03,2025-11-11
3009,3009,Marrakech,Marrakech-Safi,KO,Barid Logistics,2025-05-16,2025-05-22
3010,3010,Casablanca,Casablanca-Settat,DELIVERED,AtlasShip,2025-06-02,2025-02-14
3011,3011,Fès,Fès-Meknès,delivered,AtlasShip,2025-02-03,2025-02-10
3012,3012,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-09-18,2025-09-26
3013,3013,Agadir,Souss-Massa,delivered,Tanger Delivery,2026-03-25,2026-02-04
3014,3014,,Casablanca-Settat,delivered,Barid Logistics,2025-01-24,2025-01-29
3015,3015,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-04-29,2026-05-05
3016,3016,Agadir,Souss-Massa,delivered,AtlasShip,2025-11-16,2025-11-24
3017,3017,Fès,Fès-Meknès,delivered,Tanger Delivery,2025-06-02,2025-06-04
3018,3018,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-05-21,2026-05-23
3019,3019,,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2025-08-20,2025-08-27
3020,3020,Oujda,Oriental,in_transit,Jibli,2026-05-19,2026-05-20
3021,3021,TNG,Tanger-Tétouan-Al Hoceïma,KO,Amana Express,2026-03-07,2026-03-09
3022,3022,Casablanca,Casablanca-Settat,delivered,AtlasShip,2026-01-22,2026-01-30
3023,3023,Marrakech,Marrakech-Safi,in_transit,Jibli,2025-09-16,2025-09-21
3024,3024,,Souss-Massa,delivered,AtlasShip,2025-07-06,2025-07-07
3025,3025,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-12-29,2026-01-06
3026,3026,Marrakech,Marrakech-Safi,Livré,Barid Logistics,2026-04-05,2026-04-07
3027,3027,Casablanca,Casablanca-Settat,delayed,Jibli,2025-08-19,2025-08-27
3028,3028,Fès,Fès-Meknès,delivered,Amana Express,2025-09-28,2025-09-30
3029,3029,Agadir,Souss-Massa,delivered,AtlasShip,2025-08-21,2025-08-25
3030,3030,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-10-30,2025-11-07
3031,3031,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2026-04-06,2026-04-09
3032,3032,,TTA,delivered,Amana Express,2025-02-21,2025-02-27
3033,3033,,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-11-28,2025-12-05
3034,3034,Meknès,Fès-Meknès,delayed,Amana Express,2025-05-28,2025-06-02
3035,3035,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-23,2025-10-01
3036,3036,Agadir,Souss-Massa,delivered,Tanger Delivery,2025-10-06,2025-12-10
3037,3037,Fès,Fès-Meknès,Livré,Barid Logistics,2026-01-26,2026-01-27
3038,3038,Tanger,Tanger-Tétouan-Al Hoceima,failed,AtlasShip,2026-04-15,
3039,3039,Agadir,Souss-Massa,delivered,Tanger Delivery,2026-03-02,2026-02-07
3040,3040,Oujda,Oriental,delivered,Amana Express,2025-12-22,2025-12-29
3041,3041,Fès,Fès-Meknès,delivered,Amana Express,2025-07-02,2025-07-06
3042,3042,Rabat,Rabat-Salé-Kénitra,failed,AtlasShip,2025-07-16,
3043,3043,Fès,Fès-Meknès,delivered,Tanger Delivery,2026-02-26,2026-03-03
3044,3044,Agadir,Souss-Massa,delivered,AtlasShip,2026-02-08,2026-02-14
3045,3045,Oujda,Oriental,Livré,Barid Logistics,2026-02-16,2026-02-23
3046,3046,Tétouan,TTA,delivered,AtlasShip,2025-09-28,2025-04-10
3047,3047,Tanger,Tanger-Tétouan-Al Hoceima,delayed,Barid Logistics,2025-12-25,2025-12-27
3048,3048,Marrakech,Marrakech-Safi,in_transit,Tanger Delivery,2025-06-04,2025-04-10
3049,3049,Rabat,Rabat-Salé-Kénitra,failed,Tanger Delivery,2025-10-31,
3050,3050,,Casa Settat,delivered,Barid Logistics,2025-09-08,2025-09-10
3051,3051,Tétouan,Tanger-Tétouan-Al Hoceima,delayed,Barid Logistics,2025-10-23,2025-10-30
3052,3052,Marrakech,Marrakech-Safi,livré,Barid Logistics,2025-11-04,2025-11-05
3053,3053,Casablanca,Casablanca-Settat,DELIVERED,Amana Express,2025-05-22,2025-05-24
3054,3054,Casablanca,Casa Settat,delivered,Jibli,2025-06-30,2025-07-06
3055,3055,Oujda,Oriental,delivered,Jibli,2025-12-12,2025-12-19
3056,3056,Oujda,Oriental,Livré,Barid Logistics,2025-08-17,2025-08-18
3057,3057,CAS,Casablanca-Settat,delayed,Jibli,2025-12-01,2025-12-09
3058,3058,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-05-26,2025-05-31
3059,3059,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2026-03-25,2026-03-30
3060,3060,Oujda,Oriental,delivered,Jibli,2025-07-13,2025-07-17
3061,3061,Oujda,Oriental,delivered,Jibli,2026-05-20,2026-05-28
3062,3062,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-04-05,2025-04-12
3063,3063,Kénitra,Rabat-Salé-Kénitra,delayed,Tanger Delivery,2025-02-07,2025-02-08
3064,3064,Rabat,RSK,delayed,Jibli,2025-12-08,2025-12-16
3065,3065,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-09-03,2025-03-10
3066,3066,Casablanca,CASA-SETTAT,delivered,Barid Logistics,2025-09-12,2025-09-14
3067,3067,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-10-19,2025-10-23
3068,3068,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2025-11-29,2025-12-06
3069,3069,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-06-22,2025-06-18
3070,3070,Tangier,Tanger-Tétouan-Al Hoceïma,DELIVERED,Tanger Delivery,2026-01-01,2026-01-09
3071,3071,Marrakech,Marrakech-Safi,delayed,Barid Logistics,2026-01-02,2026-02-09
3072,3072,Casablanca,Casablanca-Settat,livré,Barid Logistics,2025-04-19,2025-04-22
3073,3073,Rabat,Rabat-Salé-Kénitra,DELIVERED,Amana Express,2025-08-08,2025-08-12
3074,3074,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-05-25,2025-06-01
3075,3075,Oujda,Oriental,delivered,AtlasShip,2025-08-01,2025-12-01
3076,3076,Rabat,Rabat-Salé-Kénitra,DELIVERED,Amana Express,2025-06-30,2025-07-02
3077,3077,Marrakech,Marrakech-Safi,delayed,Tanger Delivery,2026-03-12,2026-03-16
3078,3078,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Jibli,2025-06-07,2025-06-09
3079,3079,Tnja,Tanger-Tétouan-Al Hoceima,DELIVERED,Jibli,2025-08-19,2025-08-24
3080,3080,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-12-17,2025-12-19
3081,3081,RABAT,Rabat-Salé-Kénitra,delivered,Jibli,2025-10-18,2025-10-21
3082,3082,Oujda,Oriental,failed,Amana Express,2025-11-01,2025-11-06
3083,3083,Agadir,Souss-Massa,delivered,Amana Express,2025-01-01,2025-01-05
3084,3084,Rabat,RSK,failed,Barid Logistics,2026-05-05,2026-05-10
3085,3085,rabat,Rabat Sale Kenitra,in_transit,Barid Logistics,2025-06-18,2025-06-20
3086,3086,Agadir,Souss-Massa,livré,Tanger Delivery,2026-04-26,2026-05-03
3087,3087,Meknès,Fès-Meknès,delivered,Amana Express,2025-01-08,2025-11-01
3088,3088,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-04-25,2025-05-03
3089,3089,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-04-30,2025-04-26
3090,3090,Fès,Fès-Meknès,livré,Barid Logistics,2025-01-23,2025-01-31
3091,3091,casa,Casablanca-Settat,delivered,AtlasShip,2026-02-04,2026-02-05
3092,3092,Casablanca,Casablanca-Settat,delivered,Jibli,2026-03-14,2026-03-20
3093,3093,Fès,Fès-Meknès,delivered,AtlasShip,2025-02-12,2025-02-19
3094,3094,Oujda,Oriental,failed,Tanger Delivery,2025-09-04,
3095,3095,Agadir,Souss-Massa,livré,AtlasShip,2026-03-21,2026-03-26
3096,3096,Fès,Fès-Meknès,delivered,Tanger Delivery,2025-10-20,2025-10-25
3097,3097,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-04-02,2026-04-07
3098,3098,Tétouan,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,2025-03-13,2025-03-16
3099,3099,Oujda,Oriental,failed,AtlasShip,2025-05-26,
3100,3100,Casablanca,Casa Settat,failed,AtlasShip,2025-01-06,
3101,3101,Oujda,Oriental,delayed,Barid Logistics,2025-09-16,2025-09-17
3102,3102,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-04-07,2025-12-07
3103,3103,Meknès,Fès-Meknès,delivered,Tanger Delivery,2026-02-15,2026-02-21
3104,3104,RABAT,Rabat-Salé-Kénitra,failed,Jibli,2025-10-08,2025-10-14
