table_name,record_id,issue_type,action,details
payments,4808,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4835,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4851,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4864,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4865,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4868,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4882,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4886,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4898,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4922,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4973,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4979,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4982,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4986,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4997,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
deliveries,13,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,13,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,20,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,24,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,40,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,40,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,47,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,53,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,72,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,79,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,99,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,100,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,100,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,106,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,106,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,123,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,138,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,149,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,169,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,171,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,181,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,181,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,186,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,196,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,197,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,199,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,210,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,241,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,252,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,299,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,300,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,300,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,305,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,305,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,310,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,333,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,333,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,335,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,335,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,343,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,350,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,359,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,366,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,380,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,385,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,401,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,409,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,409,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,420,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,421,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,421,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,427,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,427,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,437,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,438,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,467,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,474,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,486,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,488,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,488,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,511,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,511,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,523,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,536,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,536,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,544,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,544,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,564,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,564,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,575,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,594,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,594,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,626,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,641,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,641,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,647,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,647,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,655,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,655,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,676,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,676,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,684,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,684,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,689,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,696,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,698,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,705,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,727,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,727,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,728,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,733,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,743,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,745,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,754,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,754,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,755,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,766,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,784,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,799,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,799,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,801,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,801,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,803,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,808,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,809,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,812,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,813,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,816,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,821,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,835,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,836,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,836,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,845,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,846,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,852,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,855,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,855,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,869,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,869,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,873,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,879,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,880,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,888,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,896,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,915,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,923,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,924,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,924,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,925,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,925,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,926,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,933,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,943,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,943,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,945,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,962,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,962,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,963,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,963,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,964,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,964,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,989,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1006,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1009,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1009,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1011,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1011,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1029,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1056,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1077,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1089,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1092,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1092,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1097,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1112,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1124,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1124,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1139,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1139,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1144,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1144,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1152,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1155,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1157,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1157,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1169,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1179,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1179,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1201,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1201,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1207,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1207,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1211,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1227,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1232,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1234,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1239,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1257,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1257,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1267,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1267,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1292,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1292,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1293,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1295,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1295,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1299,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1299,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1301,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1301,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1319,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1369,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1380,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1387,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1393,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1413,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1414,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1417,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1426,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1430,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1432,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1432,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1433,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1442,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1451,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1452,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1466,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1466,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1468,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1477,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1483,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1483,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1486,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1486,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1499,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1516,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1534,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1539,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1548,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1548,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1565,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1572,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1572,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1588,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1600,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1600,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1612,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1626,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1626,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1632,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1632,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1639,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1639,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1640,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1640,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1641,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1650,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1654,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1654,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1662,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1662,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1666,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1675,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1675,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1683,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1683,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1689,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1696,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1703,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1717,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1720,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1723,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1723,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1729,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1742,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1742,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1748,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1748,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1761,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1764,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1777,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1790,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1790,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1810,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1810,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1833,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1834,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1834,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1835,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1840,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1840,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1857,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1870,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1870,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1871,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1876,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1876,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1892,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1892,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1894,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1921,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1921,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1932,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1935,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1935,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1948,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1953,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1953,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1959,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1963,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1963,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1970,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1970,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1977,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1977,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,1979,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,1979,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2000,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2000,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2011,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2011,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2021,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2021,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2023,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2023,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2028,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2033,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2033,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2039,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2049,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2049,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2053,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2053,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2054,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2054,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2064,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2067,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2072,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2081,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2084,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2095,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2097,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2097,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2106,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2106,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2111,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2119,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2119,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2124,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2124,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2125,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2131,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2131,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2136,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2136,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2148,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2152,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2152,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2178,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2181,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2211,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2239,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2246,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2255,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2271,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2274,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2295,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2295,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2299,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2299,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2331,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2335,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2347,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2355,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2355,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2364,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2368,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2379,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2383,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2384,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2388,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2400,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2400,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2424,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2434,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2442,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2453,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2461,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2471,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2471,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2479,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2484,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2485,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2486,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2486,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2493,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2493,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2513,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2520,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2545,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2550,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2567,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2567,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2569,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2570,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2575,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2581,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2588,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2591,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2591,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2602,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2609,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2609,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2613,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2613,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2619,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2619,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2623,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2629,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2647,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2656,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2660,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2661,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2661,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2667,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2678,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2701,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2701,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2704,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2704,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2705,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2705,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2711,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2718,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2718,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2723,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2723,delivered_before_order,corrected,Date de livraison corrigée.
deliveries,2730,shipped_before_order,corrected,Date d'expédition corrigée.
deliveries,2746,shipped_before_order,corrected,Date d'expédition corrigée.
