sales_key,order_id,order_item_id,customer_key,product_key,date_key,region_key,payment_key,delivery_key,quantity,unit_price,discount_rate,total_amount,amount_paid,is_returned,refund_amount,delivery_delay_days,order_status,return_reason
5614,3106,5844,849,100,20260423,12,3,79,1,1972.98,0.1,1775.68,780.43,0,0.0,5,completed,
5615,3107,5845,145,17,20260416,10,15,187,2,7372.01,0.03,14301.7,14301.7,1,14301.7,6,returned,Damaged product
5616,3107,5846,145,51,20260416,10,15,187,3,1433.99,0.2,3441.58,3441.58,0,0.0,6,returned,
5617,3108,5847,180,84,20250921,10,2,77,1,1811.76,0.15,1540.0,1540.0,0,0.0,7,completed,
5618,3109,5848,694,78,20260503,8,10,75,3,100.15,0.05,285.43,285.43,0,0.0,4,completed,
5619,3110,5849,447,195,20250427,3,15,147,1,874.89,0.03,848.64,848.64,0,0.0,5,returned,
5620,3111,5850,596,210,20250125,3,16,147,5,16692.38,0.2,66769.52,0.0,0,0.0,2,completed,
5621,3111,5851,596,141,20250125,3,16,147,3,194.7,0.15,496.48,0.0,0,0.0,2,completed,
5622,3111,5852,596,18,20250125,3,16,147,3,15849.89,0.15,40417.22,0.0,1,40417.22,2,completed,Customer changed mind
5623,3112,5853,412,185,20250423,3,10,147,1,678.13,0.2,542.5,542.5,0,0.0,6,completed,
5624,3112,5854,412,270,20250423,3,10,147,5,115.74,0.1,520.83,520.83,0,0.0,6,completed,
5625,3113,5855,220,86,20250208,3,15,196,1,1345.76,0.2,1076.61,0.0,0,0.0,,cancelled,
5626,3113,5856,220,73,20250208,3,15,196,1,548.11,0.1,493.3,0.0,0,0.0,,cancelled,
5627,3113,5857,220,269,20250208,3,15,196,3,30.79,0.2,73.9,0.0,0,0.0,,cancelled,
5628,3114,5858,649,203,20251022,1,2,249,3,147.77,0.03,430.01,430.01,0,0.0,2,completed,
5629,3115,5859,778,167,20251112,10,10,77,2,236.56,0.1,425.81,425.81,0,0.0,7,returned,
5630,3115,5860,778,285,20251112,10,10,77,1,163.44,0.15,138.92,138.92,0,0.0,7,returned,
5631,3116,5861,594,178,20251018,11,6,188,1,12645.63,0.05,12013.35,12013.35,0,0.0,8,completed,
5632,3117,5862,272,136,20260202,5,12,225,5,416.88,0.05,1980.18,0.0,0,0.0,,cancelled,
5633,3118,5863,699,81,20251010,6,10,150,2,8283.53,0.03,16070.05,16070.05,1,16070.05,8,pending,Damaged product
5634,3119,5864,590,106,20250601,12,5,118,2,1794.1,0.05,3408.79,3408.79,1,3408.79,5,completed,Wrong item
5635,3120,5865,96,152,20260320,13,10,157,5,404.63,0.0,2023.15,2023.15,1,2023.15,5,completed,Late delivery
5636,3120,5866,96,244,20260320,13,10,157,5,1799.97,0.03,8729.85,8729.85,0,0.0,5,completed,
5637,3120,5867,96,187,20260320,13,10,157,4,72.53,0.1,261.11,261.11,0,0.0,5,completed,
5638,3120,5868,96,219,20260320,13,10,157,5,132.61,0.15,563.59,563.59,0,0.0,5,completed,
5639,3121,5869,273,193,20251111,11,10,97,1,5817.06,0.03,5642.55,5642.55,0,0.0,4,completed,
5640,3122,5870,427,95,20260422,6,2,73,3,60.39,0.05,172.11,172.11,0,0.0,6,pending,
5641,3122,5871,427,276,20260422,6,2,73,2,4133.01,0.1,7439.42,7439.42,0,0.0,6,pending,
5642,3123,5872,376,276,20250603,3,14,70,3,4163.43,0.1,11241.26,0.0,0,0.0,156,completed,
5643,3123,5873,376,138,20250603,3,14,70,3,1922.49,0.1,5190.72,0.0,0,0.0,156,completed,
5644,3124,5874,91,44,20260516,2,10,108,5,410.14,0.03,1989.18,1989.18,0,0.0,4,completed,
5645,3124,5875,91,193,20260516,2,10,108,4,5757.1,0.03,22337.55,22337.55,0,0.0,4,completed,
5646,3125,5876,615,66,20250803,6,15,132,3,13941.39,0.15,35550.54,35550.55,0,0.0,2,completed,
5647,3125,5877,615,59,20250803,6,15,132,2,60.23,0.15,102.39,102.39,0,0.0,2,completed,
5648,3126,5878,635,235,20250615,3,15,166,4,187.2,0.2,599.04,0.0,0,0.0,,cancelled,
5649,3127,5879,30,84,20260109,10,15,245,1,1997.96,0.0,1997.96,1997.96,0,0.0,6,completed,
5650,3127,5880,30,209,20260109,10,15,245,3,8214.58,0.15,20947.18,20947.17,0,0.0,6,completed,
5651,3127,5881,30,187,20260109,10,15,245,4,69.54,0.15,236.44,236.44,0,0.0,6,completed,
5652,3128,5882,129,90,20250830,6,2,92,1,840.1,0.0,840.1,840.1,0,0.0,4,completed,
5653,3129,5883,253,108,20250430,12,2,79,5,499.34,0.1,2247.03,2247.03,0,0.0,36,completed,
5654,3129,5884,253,196,20250430,12,2,79,2,1122.42,0.2,1795.87,1795.87,0,0.0,36,completed,
5655,3129,5885,253,205,20250430,12,2,79,3,174.01,0.05,495.93,495.93,0,0.0,36,completed,
5656,3130,5886,101,37,20260112,10,2,116,5,294.15,0.03,1426.63,1426.63,0,0.0,6,completed,
5657,3131,5887,381,149,20250420,11,16,23,3,171.44,0.05,488.6,191.77,0,0.0,6,completed,
5658,3132,5888,575,125,20260210,11,6,64,3,226.57,0.05,645.72,645.72,0,0.0,4,completed,
5659,3133,5889,591,116,20250704,11,10,64,4,3708.49,0.05,14092.26,14092.26,0,0.0,4,completed,
5660,3133,5890,591,77,20250704,11,10,64,1,66.12,0.2,52.9,52.9,0,0.0,4,completed,
5661,3134,5891,543,177,20250913,10,2,116,4,7605.08,0.15,25857.27,25857.27,0,0.0,9,completed,
5662,3135,5892,213,94,20251020,11,6,188,2,105.99,0.0,211.98,211.98,1,211.98,8,completed,Wrong item
5663,3136,5893,748,126,20250326,1,5,107,5,24.53,0.1,110.39,110.39,0,0.0,6,completed,
5664,3137,5895,502,185,20251029,6,2,6,5,670.66,0.0,3353.3,3353.3,1,3353.3,11,completed,Damaged product
5665,3138,5896,211,66,20250321,4,2,71,2,15027.95,0.15,25547.51,25547.51,0,0.0,7,completed,
5666,3138,5897,211,114,20250321,4,2,71,5,13287.88,0.03,64446.22,64446.22,0,0.0,7,completed,
5667,3139,5898,221,59,20250512,7,15,242,1,59.63,0.05,56.65,56.65,0,0.0,7,completed,
5668,3140,5899,396,39,20260506,6,6,112,3,447.22,0.0,1341.66,1341.66,0,0.0,3,completed,
5669,3140,5900,396,56,20260506,6,6,112,2,979.95,0.0,1959.9,1959.9,0,0.0,3,completed,
5670,3140,5901,396,160,20260506,6,6,112,2,105.85,0.2,169.36,169.36,0,0.0,3,completed,
5671,3141,5902,48,257,20250606,1,6,87,3,4008.68,0.03,11665.26,11665.26,0,0.0,7,completed,
5672,3141,5903,48,188,20250606,1,6,87,1,136.63,0.1,122.97,122.97,0,0.0,7,completed,
5673,3142,5904,874,73,20250806,12,6,138,1,520.18,0.2,416.14,416.14,0,0.0,5,completed,
5674,3143,5905,312,295,20251029,1,10,68,5,327.44,0.0,1637.2,1637.2,0,0.0,10,completed,
5675,3143,5906,312,34,20251029,1,10,68,2,5799.25,0.0,11598.5,11598.5,0,0.0,10,completed,
5676,3144,5907,59,91,20250713,11,2,97,3,70.59,0.1,190.59,190.59,0,0.0,6,completed,
5677,3144,5908,59,47,20250713,11,2,97,5,52.26,0.0,261.3,261.3,1,261.3,6,completed,Wrong item
5678,3145,5909,735,239,20251205,11,12,155,2,67.01,0.1,120.62,79.85,1,120.62,8,completed,Late delivery
5679,3146,5910,153,22,20250928,12,15,156,5,836.86,0.03,4058.77,4058.77,0,0.0,8,completed,
5680,3146,5911,153,115,20250928,12,15,156,2,881.18,0.15,1498.01,1498.01,0,0.0,8,completed,
5681,3146,5912,153,198,20250928,12,15,156,2,501.36,0.1,902.45,902.45,0,0.0,8,completed,
5682,3147,5913,828,31,20260201,19,10,30,1,57.32,0.15,48.72,48.72,0,0.0,4,completed,
5683,3147,5914,828,278,20260201,19,10,30,5,1624.58,0.1,7310.61,7310.61,0,0.0,4,completed,
5684,3148,5915,898,2,20260516,10,15,216,1,7586.23,0.15,6448.3,6448.3,0,0.0,6,completed,
5685,3148,5916,898,35,20260516,10,15,216,2,1464.15,0.2,2342.64,2342.64,0,0.0,6,completed,
5686,3149,5917,104,98,20250302,5,6,5,3,12658.49,0.1,34177.92,34177.92,0,0.0,8,pending,
5687,3149,5918,104,73,20250302,5,6,5,5,551.72,0.0,2758.6,2758.6,0,0.0,8,pending,
5688,3150,5919,182,95,20251219,10,15,154,5,61.65,0.15,262.01,0.0,0,0.0,5,cancelled,
5689,3150,5920,182,45,20251219,10,15,154,5,201.66,0.2,806.64,0.0,0,0.0,5,cancelled,
5690,3150,5921,182,229,20251219,10,15,154,4,348.95,0.0,1395.8,0.0,0,0.0,5,cancelled,
5691,3151,5922,28,122,20250924,4,10,148,3,1416.56,0.03,4122.19,4122.19,0,0.0,11,completed,
5692,3151,5923,28,183,20250924,4,10,148,1,371.91,0.15,316.12,316.12,0,0.0,11,completed,
5693,3152,5924,355,163,20250908,2,15,165,2,691.03,0.03,1340.6,0.0,0,0.0,,cancelled,
5694,3152,5925,355,260,20250908,2,15,165,1,1412.12,0.03,1369.76,0.0,0,0.0,,cancelled,
5695,3152,5926,355,68,20250908,2,15,165,4,2937.52,0.1,10575.07,0.0,0,0.0,,cancelled,
5696,3152,5927,355,1,20250908,2,15,165,5,7198.76,0.1,32394.42,0.0,0,0.0,,cancelled,
5697,3153,5928,213,19,20251216,5,15,149,1,2113.43,0.15,1796.42,1796.42,0,0.0,6,completed,
5698,3154,5929,924,113,20260318,10,15,173,5,7629.89,0.0,38149.45,38149.45,0,0.0,7,completed,
5699,3155,5930,152,142,20250626,1,10,221,2,79.21,0.03,153.67,153.67,0,0.0,9,completed,
5700,3155,5931,152,261,20250626,1,10,221,5,272.94,0.05,1296.46,1296.46,0,0.0,9,completed,
5701,3156,5932,839,21,20250129,5,6,131,1,113.43,0.03,110.03,110.03,0,0.0,7,completed,
5702,3156,5933,839,54,20250129,5,6,131,1,765.97,0.1,689.37,689.37,0,0.0,7,completed,
5703,3156,5934,839,266,20250129,5,6,131,3,1890.15,0.15,4819.88,4819.88,1,4819.88,7,completed,Wrong item
5704,3156,5935,839,71,20250129,5,6,131,3,193.62,0.2,464.69,464.69,0,0.0,7,completed,
5705,3157,5936,683,226,20260104,11,2,117,4,13786.18,0.2,44115.78,44115.78,0,0.0,270,completed,
5706,3158,5937,947,264,20250722,9,12,37,2,888.22,0.03,1723.15,846.6,0,0.0,11,completed,
5707,3158,5938,947,291,20250722,9,12,37,5,2109.76,0.2,8439.04,4146.19,0,0.0,11,completed,
5708,3158,5939,947,14,20250722,9,12,37,1,63.19,0.05,60.03,29.49,0,0.0,11,completed,
5709,3159,5940,918,289,20251210,11,10,137,5,3650.69,0.05,17340.78,17340.78,0,0.0,4,completed,
5710,3159,5941,918,71,20251210,11,10,137,1,207.26,0.1,186.53,186.53,0,0.0,4,completed,
5711,3159,5942,918,182,20251210,11,10,137,3,892.78,0.15,2276.59,2276.59,1,2276.59,4,completed,Quality issue
5712,3160,5943,117,288,20260227,17,2,84,3,109.32,0.05,311.56,311.56,1,311.56,4,completed,Damaged product
5713,3160,5944,117,8,20260227,17,2,84,1,379.26,0.15,322.37,322.37,0,0.0,4,completed,
5714,3161,5945,527,23,20250206,5,5,111,4,302.92,0.05,1151.1,0.0,0,0.0,238,completed,
5715,3162,5946,823,143,20260218,3,10,109,4,32.29,0.0,129.16,129.16,0,0.0,5,completed,
5716,3162,5947,823,202,20260218,3,10,109,2,2109.39,0.03,4092.22,4092.22,0,0.0,5,completed,
5717,3163,5948,351,267,20260601,3,10,89,3,89.57,0.15,228.4,228.4,0,0.0,4,returned,
5718,3163,5949,351,125,20260601,3,10,89,4,231.12,0.03,896.75,896.75,0,0.0,4,returned,
5719,3164,5950,325,144,20260103,12,10,175,5,64.88,0.1,291.96,0.0,0,0.0,,cancelled,
5720,3165,5951,898,33,20260316,10,15,96,3,4389.88,0.05,12511.16,12511.16,0,0.0,5,completed,
5721,3165,5952,898,250,20260316,10,15,96,1,1288.43,0.2,1030.74,1030.74,0,0.0,5,completed,
5722,3165,5953,898,199,20260316,10,15,96,5,342.23,0.15,1454.48,1454.48,0,0.0,5,completed,
5723,3166,5954,624,90,20250109,7,7,48,3,779.92,0.05,2222.77,818.23,0,0.0,10,completed,
5724,3168,5956,107,245,20250909,10,1,154,4,641.14,0.05,2436.33,2436.33,0,0.0,9,completed,
5725,3168,5957,107,224,20250909,10,1,154,5,17.59,0.1,79.16,79.16,0,0.0,9,completed,
5726,3169,5958,596,202,20260417,4,2,71,3,2118.11,0.03,6163.7,6163.7,0,0.0,7,cancelled,
5727,3169,5959,596,268,20260417,4,2,71,2,453.76,0.03,880.29,880.29,0,0.0,7,cancelled,
5728,3170,5960,100,297,20260514,3,15,129,3,199.26,0.1,538.0,538.0,0,0.0,8,returned,
5729,3170,5961,100,201,20260514,3,15,129,1,292.99,0.0,292.99,292.99,0,0.0,8,returned,
5730,3171,5962,592,16,20250416,12,9,156,2,49.63,0.0,99.26,0.0,0,0.0,7,completed,
5731,3172,5963,117,95,20260131,19,6,163,2,62.09,0.15,105.55,105.55,0,0.0,8,completed,
5732,3173,5964,686,224,20250210,10,1,136,1,15.9,0.15,13.52,5.04,0,0.0,238,completed,
5733,3174,5965,649,9,20260411,10,6,136,3,343.97,0.2,825.53,0.0,0,0.0,8,cancelled,
5734,3175,5966,304,249,20250107,11,2,117,1,798.76,0.03,774.8,774.8,0,0.0,181,pending,
5735,3176,5967,537,49,20250417,11,2,155,3,1789.98,0.2,4295.95,4295.96,0,0.0,5,returned,
5736,3176,5968,537,25,20250417,11,2,155,1,1162.52,0.03,1127.64,1127.64,0,0.0,5,returned,
5737,3177,5969,565,219,20250509,11,10,258,4,139.15,0.1,500.94,500.94,0,0.0,9,completed,
5738,3177,5970,565,234,20250509,11,10,258,5,916.57,0.1,4124.57,4124.56,0,0.0,9,completed,
5739,3177,5971,565,176,20250509,11,10,258,3,39.94,0.1,107.84,107.84,0,0.0,9,completed,
5740,3178,5972,406,5,20260507,3,10,147,5,233.54,0.0,1167.7,1167.7,1,1167.7,9,completed,Late delivery
5741,3179,5973,718,175,20260511,3,6,109,1,68.39,0.15,58.13,58.13,0,0.0,6,completed,
5742,3179,5974,718,106,20260511,3,6,109,3,1752.64,0.15,4469.23,4469.23,0,0.0,6,completed,
5743,3179,5975,718,290,20260511,3,6,109,3,12497.15,0.15,31867.73,31867.74,0,0.0,6,completed,
5744,3180,5976,397,68,20250119,4,15,71,5,2917.8,0.1,13130.1,13130.1,0,0.0,3,completed,
5745,3180,5977,397,253,20250119,4,15,71,3,45.09,0.0,135.27,135.27,0,0.0,3,completed,
5746,3181,5978,333,193,20251015,4,7,130,2,5339.6,0.05,10145.24,5915.12,0,0.0,5,completed,
5747,3181,5979,333,73,20251015,4,7,130,1,543.07,0.05,515.92,300.8,0,0.0,5,completed,
5748,3181,5980,333,173,20251015,4,7,130,5,223.23,0.0,1116.15,650.76,0,0.0,5,completed,
5749,3181,5981,333,224,20251015,4,7,130,4,16.64,0.05,63.23,36.87,0,0.0,5,completed,
5750,3182,5982,169,216,20260401,11,15,97,5,1644.26,0.2,6577.04,6577.04,0,0.0,2,completed,
5751,3183,5983,237,256,20251028,1,6,68,1,44.29,0.15,37.65,37.65,1,37.65,6,completed,Quality issue
5752,3185,5985,371,43,20250411,3,9,129,1,86.35,0.1,77.72,77.72,0,0.0,5,returned,
5753,3185,5986,371,42,20250411,3,9,129,4,2343.56,0.03,9093.01,9093.01,1,9093.01,5,returned,Wrong item
5754,3185,5987,371,100,20250411,3,9,129,1,2021.09,0.2,1616.87,1616.87,0,0.0,5,returned,
5755,3186,5988,243,260,20251101,12,14,52,4,1324.86,0.1,4769.5,4769.5,0,0.0,7,completed,
5756,3187,5989,851,48,20250417,11,5,155,3,39.43,0.0,118.29,0.0,0,0.0,2,pending,
5757,3187,5990,851,6,20250417,11,5,155,1,1549.71,0.15,1317.25,0.0,0,0.0,2,pending,
5758,3187,5991,851,224,20250417,11,5,155,3,15.92,0.0,47.76,0.0,0,0.0,2,pending,
5759,3187,5992,851,230,20250417,11,5,155,1,1369.18,0.03,1328.1,0.0,0,0.0,2,pending,
5760,3188,5993,685,163,20260330,4,2,167,4,783.75,0.03,3040.95,3040.95,0,0.0,5,returned,
5761,3189,5994,117,103,20250903,12,15,218,1,448.93,0.03,435.46,435.46,0,0.0,10,completed,
5762,3189,5995,117,196,20250903,12,15,218,4,1163.49,0.1,4188.56,4188.57,0,0.0,10,completed,
5763,3190,5996,742,92,20250921,11,1,155,5,189.27,0.15,804.4,0.0,0,0.0,8,completed,
5764,3190,5997,742,198,20250921,11,1,155,2,563.8,0.15,958.46,0.0,0,0.0,8,completed,
5765,3191,5998,929,9,20260214,9,4,153,2,314.33,0.2,502.93,0.0,0,0.0,5,completed,
5766,3191,5999,929,203,20260214,9,4,153,3,167.92,0.1,453.38,0.0,0,0.0,5,completed,
5767,3191,6000,929,6,20260214,9,4,153,5,1629.97,0.15,6927.37,0.0,0,0.0,5,completed,
5768,3192,6001,208,125,20250908,4,14,90,3,221.35,0.03,644.13,0.0,0,0.0,8,completed,
5769,3192,6002,208,119,20250908,4,14,90,2,95.95,0.03,186.14,0.0,0,0.0,8,completed,
5770,3193,6003,118,57,20260103,10,7,154,1,191.11,0.0,191.11,105.33,0,0.0,7,returned,
5771,3193,6004,118,100,20260103,10,7,154,5,2126.62,0.2,8506.48,4688.54,0,0.0,7,returned,
5772,3193,6005,118,104,20260103,10,7,154,3,1222.58,0.0,3667.74,2021.56,1,3667.74,7,returned,Customer changed mind
5773,3194,6006,938,128,20260212,2,15,146,2,100.48,0.05,190.91,190.91,0,0.0,10,completed,
5774,3194,6007,938,13,20260212,2,15,146,5,55.78,0.0,278.9,278.9,0,0.0,10,completed,
5775,3194,6008,938,104,20260212,2,15,146,4,1174.82,0.0,4699.28,4699.28,1,4699.28,10,completed,Customer changed mind
5776,3195,6009,911,18,20250927,3,2,295,5,14792.24,0.1,66565.08,66565.08,0,0.0,11,completed,
5777,3196,6010,944,8,20260509,3,17,147,4,372.36,0.05,1414.97,0.0,0,0.0,10,completed,
5778,3197,6011,465,192,20251025,7,15,74,1,110.39,0.2,88.31,88.31,0,0.0,6,completed,
5779,3198,6012,821,276,20260326,17,9,161,4,4442.72,0.1,15993.79,0.0,0,0.0,2,completed,
5780,3198,6013,821,44,20260326,17,9,161,2,402.64,0.0,805.28,0.0,0,0.0,2,completed,
5781,3198,6014,821,156,20260326,17,9,161,5,309.65,0.0,1548.25,0.0,0,0.0,2,completed,
5782,3198,6015,821,236,20260326,17,9,161,1,84.86,0.03,82.31,0.0,0,0.0,2,completed,
5783,3199,6016,568,171,20251002,9,10,202,3,167.68,0.03,487.95,487.95,1,487.95,6,pending,Customer changed mind
5784,3201,6018,414,196,20250827,2,2,108,5,1118.18,0.15,4752.27,4752.27,0,0.0,6,completed,
5785,3202,6019,477,114,20260501,4,3,130,5,13596.57,0.15,57785.42,18555.24,0,0.0,9,completed,
5786,3203,6020,69,212,20250905,6,10,73,1,2602.27,0.03,2524.2,2524.2,0,0.0,5,completed,
5787,3204,6021,341,133,20250802,1,10,68,5,1042.53,0.1,4691.39,4691.39,0,0.0,4,returned,
5788,3205,6022,661,245,20250720,12,10,138,4,658.02,0.2,2105.66,2105.66,0,0.0,8,completed,
5789,3206,6023,71,30,20250625,4,15,181,5,142.3,0.15,604.77,604.77,0,0.0,3,pending,
5790,3206,6024,71,275,20250625,4,15,181,2,1560.63,0.1,2809.13,2809.14,0,0.0,3,pending,
5791,3207,6025,983,23,20250212,3,2,147,5,298.33,0.0,1491.65,1491.65,0,0.0,301,completed,
5792,3208,6026,797,211,20260223,2,16,69,2,797.39,0.05,1515.04,0.0,0,0.0,5,completed,
5793,3209,6027,853,44,20260129,3,10,129,5,401.24,0.2,1604.96,1604.96,0,0.0,185,completed,
5794,3210,6028,822,280,20250111,6,15,132,3,434.07,0.1,1171.99,0.0,0,0.0,4,cancelled,
5795,3210,6029,822,132,20250111,6,15,132,2,4354.82,0.1,7838.68,0.0,0,0.0,4,cancelled,
5796,3211,6030,525,93,20250901,4,12,90,1,45.17,0.1,40.65,0.0,0,0.0,8,completed,
5797,3211,6031,525,287,20250901,4,12,90,2,64.86,0.03,125.83,0.0,0,0.0,8,completed,
5798,3211,6032,525,142,20250901,4,12,90,4,72.92,0.03,282.93,0.0,0,0.0,8,completed,
5799,3212,6033,193,146,20250707,10,10,96,3,17284.63,0.0,51853.89,51853.89,1,51853.89,3,completed,Customer changed mind
5800,3213,6034,206,154,20250705,8,15,152,3,1623.78,0.03,4725.2,4725.2,1,4725.2,7,returned,Late delivery
5801,3214,6035,489,219,20250117,10,6,136,4,129.5,0.03,502.46,502.46,0,0.0,8,completed,
5802,3215,6037,543,256,20250519,3,10,70,3,45.87,0.2,110.09,110.09,0,0.0,6,completed,
5803,3215,6038,543,55,20250519,3,10,70,2,452.37,0.05,859.5,859.5,0,0.0,6,completed,
5804,3216,6039,913,176,20260510,3,15,89,1,43.02,0.1,38.72,0.0,0,0.0,5,cancelled,
5805,3217,6040,718,161,20251114,15,16,305,2,5461.5,0.1,9830.7,3382.17,0,0.0,6,pending,
5806,3217,6041,718,74,20251114,15,16,305,5,373.59,0.03,1811.91,623.37,0,0.0,6,pending,
5807,3218,6042,569,212,20250218,3,15,89,2,2599.05,0.2,4158.48,4158.48,0,0.0,9,pending,
5808,3218,6043,569,178,20250218,3,15,89,5,12137.37,0.03,58866.24,58866.24,0,0.0,9,pending,
5809,3218,6044,569,266,20250218,3,15,89,2,2123.07,0.0,4246.14,4246.14,0,0.0,9,pending,
5810,3219,6045,312,180,20260217,10,15,136,4,3327.03,0.2,10646.5,10646.49,0,0.0,1,completed,
5811,3219,6046,312,31,20260217,10,15,136,4,57.7,0.05,219.26,219.26,0,0.0,1,completed,
5812,3219,6047,312,45,20260217,10,15,136,4,190.44,0.03,738.91,738.91,0,0.0,1,completed,
5813,3220,6048,880,24,20251122,12,6,98,5,816.27,0.2,3265.08,3265.08,0,0.0,7,completed,
5814,3221,6049,5,142,20250211,9,10,76,5,74.34,0.0,371.7,371.7,0,0.0,7,completed,
5815,3222,6050,660,260,20260402,10,10,116,2,1409.1,0.05,2677.29,2677.29,0,0.0,8,returned,
5816,3223,6051,991,104,20250329,1,15,127,1,1203.62,0.05,1143.44,1143.44,0,0.0,6,completed,
5817,3224,6052,282,66,20260408,13,10,119,5,13398.11,0.2,53592.44,53592.44,0,0.0,7,completed,
5818,3225,6053,48,23,20250913,3,15,147,1,289.07,0.05,274.62,274.62,0,0.0,8,completed,
5819,3226,6054,903,8,20261004,11,11,258,5,412.79,0.0,2063.95,984.69,0,0.0,4,completed,
5820,3227,6055,846,87,20250613,11,17,155,4,338.65,0.05,1286.87,671.02,0,0.0,6,cancelled,
5821,3228,6056,185,275,20250929,11,10,97,1,1538.55,0.2,1230.84,1230.84,0,0.0,3,completed,
5822,3228,6057,185,157,20250929,11,10,97,2,79.61,0.0,159.22,159.22,0,0.0,3,completed,
5823,3229,6058,156,208,20251125,6,6,169,4,49.16,0.15,167.14,167.14,0,0.0,8,returned,
5824,3230,6059,60,107,20260105,11,1,78,2,119.08,0.1,214.34,130.84,0,0.0,300,completed,
5825,3230,6060,60,290,20260105,11,1,78,2,12156.84,0.1,21882.31,13358.16,0,0.0,300,completed,
5826,3230,6061,60,253,20260105,11,1,78,4,48.18,0.2,154.18,94.12,1,154.18,300,completed,Late delivery
5827,3231,6062,874,266,20251205,2,15,237,3,2014.26,0.2,4834.22,4834.22,0,0.0,7,completed,
5828,3232,6063,248,276,20260111,12,10,232,4,4240.55,0.15,14417.87,0.0,0,0.0,,cancelled,
5829,3233,6065,612,270,20251101,11,4,117,1,114.76,0.03,111.32,36.01,0,0.0,4,completed,
5830,3233,6066,612,19,20251101,11,4,117,3,2233.98,0.2,5361.55,1734.15,0,0.0,4,completed,
5831,3233,6067,612,109,20251101,11,4,117,4,230.01,0.0,920.04,297.58,0,0.0,4,completed,
5832,3233,6068,612,272,20251101,11,4,117,3,29.56,0.0,88.68,28.68,0,0.0,4,completed,
5833,3235,6070,260,33,20250506,6,3,92,1,4933.83,0.0,4933.83,1553.4,0,0.0,7,completed,
5834,3236,6071,774,205,20251203,5,2,111,5,185.52,0.03,899.77,899.77,0,0.0,2,completed,
5835,3237,6073,871,202,20260514,6,2,92,3,2367.3,0.0,7101.9,7101.9,0,0.0,7,completed,
5836,3238,6074,523,287,20250605,12,6,175,5,62.67,0.2,250.68,250.69,0,0.0,11,completed,
5837,3238,6075,523,11,20250605,12,6,175,2,126.45,0.05,240.25,240.25,0,0.0,11,completed,
5838,3239,6076,810,23,20250411,11,15,204,1,308.39,0.1,277.55,0.0,0,0.0,,cancelled,
5839,3239,6077,810,61,20250411,11,15,204,4,107.53,0.15,365.6,0.0,0,0.0,,cancelled,
5840,3240,6078,866,147,20260425,8,10,243,1,1929.29,0.03,1871.41,1871.41,0,0.0,5,completed,
5841,3240,6079,866,214,20260425,8,10,243,4,427.88,0.05,1625.94,1625.94,0,0.0,5,completed,
5842,3240,6080,866,241,20260425,8,10,243,4,4960.11,0.05,18848.42,18848.42,0,0.0,5,completed,
5843,3241,6081,347,42,20251103,10,8,271,1,2210.78,0.05,2100.24,1431.51,0,0.0,8,completed,
5844,3242,6082,499,85,20250603,9,15,135,2,941.73,0.1,1695.11,334328.13,0,0.0,5,completed,
5845,3242,6083,499,173,20250603,9,15,135,2,227.13,0.2,363.41,71675.69,0,0.0,5,completed,
5846,3242,6085,499,201,20250603,9,15,135,1,318.45,0.15,270.68,53386.47,0,0.0,5,completed,
5847,3243,6086,352,186,20260224,9,15,135,5,1422.16,0.15,6044.18,6044.18,0,0.0,6,completed,
5848,3244,6087,284,202,20260124,11,10,78,4,2193.49,0.05,8335.26,8335.26,0,0.0,9,pending,
5849,3245,6088,661,280,20250118,11,10,97,3,480.84,0.03,1399.24,1399.24,0,0.0,5,completed,
5850,3245,6089,661,114,20250118,11,10,97,2,13666.05,0.15,23232.28,23232.29,0,0.0,5,completed,
5851,3245,6090,661,204,20250118,11,10,97,1,135.63,0.1,122.07,122.07,0,0.0,5,completed,
5852,3246,6091,940,40,20250805,4,6,110,2,1535.6,0.1,2764.08,2764.08,0,0.0,6,completed,
5853,3247,6092,73,176,20260420,12,10,79,1,44.0,0.05,41.8,41.8,0,0.0,9,completed,
5854,3248,6093,307,81,20250130,4,15,282,4,9208.04,0.05,34990.55,34990.55,0,0.0,6,completed,
5855,3249,6094,286,108,20250618,4,15,110,3,509.68,0.1,1376.14,1376.14,0,0.0,8,completed,
5856,3249,6095,286,238,20250618,4,15,110,1,150.85,0.15,128.22,128.22,0,0.0,8,completed,
5857,3250,6096,854,178,20250505,3,2,109,3,13369.54,0.0,40108.62,40108.62,0,0.0,7,completed,
5858,3250,6097,854,76,20250505,3,2,109,3,353.58,0.03,1028.92,1028.92,0,0.0,7,completed,
5859,3250,6098,854,20,20250505,3,2,109,2,3280.09,0.15,5576.15,5576.15,0,0.0,7,completed,
5860,3250,6099,854,109,20250505,3,2,109,4,223.01,0.0,892.04,892.04,0,0.0,7,completed,
5861,3251,6100,129,80,20260517,12,15,156,5,79.32,0.05,376.77,376.77,0,0.0,5,completed,
5862,3252,6101,213,209,20250103,1,4,68,3,7709.25,0.05,21971.36,12765.57,1,21971.36,8,completed,Customer changed mind
5863,3253,6102,262,113,20260105,2,15,43,4,7141.71,0.05,27138.5,27138.5,0,0.0,5,returned,
5864,3253,6103,262,130,20260105,2,15,43,2,9146.88,0.2,14635.01,14635.01,0,0.0,5,returned,
5865,3253,6104,262,227,20260105,2,15,43,1,2259.96,0.05,2146.96,2146.96,0,0.0,5,returned,
